timestamp,speed_hall,speed_gps,latitude,longitude,gps_valid,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,obstacle_distance,deterministic_alert,sensor_valid
24100,39.11,38.73,12.971602,77.594541,True,0.185,0.022,9.756,0.269,0.669,0.362,106.61,0,True
24200,40.79,41.25,12.971669,77.594512,True,-0.248,-0.039,9.781,0.218,-0.381,0.483,174.07,0,True
24300,38.48,38.89,12.97164,77.594533,True,0.272,0.014,9.913,0.442,-0.666,-0.746,178.11,0,True
24400,39.08,39.85,12.971654,77.594506,True,0.184,-0.137,9.626,0.425,0.153,-0.846,145.52,0,True
24500,39.44,39.44,12.971613,77.594574,True,-0.147,-0.238,9.83,0.446,-0.543,0.018,104.4,0,True
24600,41.45,40.94,12.971594,77.594577,True,-0.21,0.259,9.943,0.106,0.828,0.481,141.94,0,True
24700,39.29,39.12,12.971644,77.594554,True,-0.253,-0.076,9.801,0.804,-0.641,0.609,198.14,0,True
24800,41.82,40.95,12.971593,77.594556,True,0.207,-0.104,9.821,-0.984,-0.599,0.128,130.39,0,True
24900,40.49,40.42,12.971618,77.594599,True,0.164,-0.183,9.96,0.521,-0.51,-0.987,141.0,0,True
25000,38.93,38.62,12.971668,77.594675,True,0.271,-0.299,9.863,0.698,0.454,-0.792,152.98,0,True
25100,38.95,38.94,12.971512,77.594699,True,0.127,-0.244,9.969,0.795,0.04,0.402,137.25,0,True
25200,41.9,41.07,12.971519,77.594527,True,0.192,-0.255,9.827,-0.13,0.928,-0.526,126.1,0,True
25300,39.26,39.86,12.97164,77.594647,True,-0.109,-0.137,9.63,-0.595,0.56,0.169,115.54,0,True
25400,38.66,38.59,12.971581,77.594607,True,0.279,-0.175,9.723,-0.47,-0.76,-0.685,168.61,0,True
25500,41.31,41.7,12.971508,77.594667,True,-0.103,-0.245,9.699,-0.289,0.027,0.354,126.02,0,True
25600,41.96,41.02,12.971581,77.59459,True,0.149,-0.15,9.785,0.608,-0.72,-0.976,183.04,0,True
25700,41.93,41.19,12.971665,77.594574,True,0.078,0.087,9.833,-0.482,0.625,-0.956,106.45,0,True
25800,41.61,41.5,12.971526,77.594681,True,0.198,-0.101,9.617,-0.078,-0.664,0.148,182.17,0,True
25900,39.58,38.64,12.971637,77.594535,True,-0.171,-0.188,9.712,0.767,-0.931,0.238,124.58,0,True
26000,39.18,39.0,12.97161,77.594512,True,-0.132,-0.218,9.68,0.769,0.052,0.262,180.22,0,True
26100,41.18,42.16,12.971656,77.594572,True,0.027,-0.009,9.965,0.005,-0.223,-0.64,131.89,0,True
26200,38.88,39.67,12.971656,77.594512,True,0.295,0.018,9.907,0.999,0.948,-0.8,165.69,0,True
26300,39.07,39.7,12.971683,77.594511,True,0.298,-0.168,9.939,0.595,-0.29,0.678,184.52,0,True
26400,38.7,38.89,12.971661,77.59464,True,0.248,-0.283,9.88,0.895,0.127,0.126,118.82,0,True
26500,41.95,42.72,12.971598,77.594562,True,-0.006,-0.246,9.693,-0.562,0.053,-0.999,191.79,0,True
26600,38.81,38.07,12.971643,77.594684,True,0.207,-0.106,9.609,0.173,0.834,0.549,184.65,0,True
26700,41.44,42.36,12.971575,77.594688,True,-0.063,-0.239,9.721,-0.727,-0.685,0.897,179.18,0,True
26800,41.84,42.14,12.971535,77.594694,True,0.116,0.257,9.915,-0.554,0.178,-0.649,130.68,0,True
26900,40.75,40.01,12.971646,77.59469,True,0.269,-0.065,9.998,0.93,-0.935,0.205,192.1,0,True
27000,41.87,41.31,12.971613,77.594687,True,-0.216,0.147,9.695,0.965,-0.664,0.771,108.87,0,True
27100,40.84,41.11,12.971677,77.594589,True,-0.141,-0.15,9.627,-0.487,-0.784,-0.997,138.59,0,True
27200,40.93,41.87,12.971677,77.594599,True,-0.073,0.028,9.641,-0.041,0.728,0.302,168.72,0,True
27300,38.65,37.8,12.971669,77.594559,True,-0.109,0.271,9.63,-0.66,-0.249,0.464,154.7,0,True
27400,41.59,40.78,12.971619,77.594623,True,-0.01,-0.281,9.977,-0.67,0.78,-0.686,110.13,0,True
27500,38.82,38.2,12.971639,77.594644,True,0.138,-0.141,9.713,-0.525,-0.901,0.144,183.99,0,True
27600,38.61,38.34,12.971586,77.594559,True,0.097,0.06,9.68,-0.949,-0.658,-0.416,108.19,0,True
27700,41.38,40.99,12.971579,77.594598,True,0.097,-0.245,9.818,-0.63,0.771,-0.261,144.58,0,True
27800,39.05,38.98,12.971545,77.594554,True,-0.263,0.151,9.867,-0.829,-0.312,0.083,197.07,0,True
27900,40.36,40.47,12.971668,77.594664,True,-0.049,0.021,9.947,-0.05,0.763,-0.047,107.9,0,True
28000,41.61,42.04,12.9716,77.59468,True,0.18,0.107,9.848,-0.759,0.514,-0.654,198.44,0,True
28100,41.89,42.51,12.971525,77.594585,True,0.293,-0.039,9.999,0.254,0.668,-0.484,191.08,0,True
28200,41.66,40.79,12.971578,77.594579,True,-0.104,-0.134,9.783,0.747,0.573,0.246,152.26,0,True
28300,39.68,39.51,12.97153,77.594618,True,0.155,0.264,9.97,0.125,-0.798,-0.428,153.56,0,True
28400,39.38,39.2,12.971577,77.594597,True,0.065,-0.278,9.71,-0.712,0.217,0.387,103.88,0,True
28500,41.56,41.22,12.971548,77.594649,True,0.253,0.238,9.608,0.635,-0.394,-0.439,149.16,0,True
28600,40.78,39.98,12.971674,77.594527,True,0.285,-0.034,9.93,-0.461,-0.166,0.291,118.79,0,True
28700,38.85,39.49,12.971648,77.594652,True,0.22,0.193,9.806,-0.682,-0.378,0.014,113.56,0,True
28800,41.41,42.16,12.971506,77.594539,True,0.2,0.202,9.7,-0.087,0.836,0.409,127.4,0,True
28900,41.29,41.3,12.971627,77.594525,True,-0.282,-0.077,9.838,-0.645,0.741,0.174,134.98,0,True
29000,38.65,39.44,12.97165,77.594638,True,-0.129,-0.068,9.665,0.145,0.93,0.714,164.74,0,True
29100,40.71,40.25,12.971582,77.594504,True,0.168,0.161,9.604,0.823,0.295,0.202,100.85,0,True
29200,39.01,39.62,12.971561,77.594693,True,0.086,-0.046,9.751,-0.303,-0.496,-0.067,167.72,0,True
29300,41.3,41.09,12.97152,77.594602,True,0.097,0.206,9.75,0.295,0.218,-0.403,110.81,0,True
29400,38.26,39.23,12.971628,77.594672,True,-0.143,0.127,9.957,-0.402,-0.7,0.531,189.97,0,True
29500,41.22,41.83,12.97162,77.594632,True,0.108,0.133,9.862,0.995,-0.481,-0.163,138.83,0,True
29600,38.14,38.56,12.971614,77.594538,True,0.136,-0.167,9.814,0.57,0.813,0.344,150.73,0,True
29700,41.38,42.06,12.971675,77.594536,True,-0.241,-0.223,9.703,0.617,0.526,-0.634,167.97,0,True
29800,39.34,38.52,12.971571,77.594649,True,-0.116,0.173,9.733,-0.479,-0.412,0.702,147.05,0,True
29900,41.47,41.63,12.971689,77.594514,True,0.234,0.0,9.947,-0.237,-0.403,-0.892,185.42,0,True
30000,38.55,37.95,12.971582,77.594614,True,0.244,-0.025,9.727,0.431,0.558,-0.025,163.1,0,True
30100,38.71,38.98,12.971501,77.594555,True,0.157,-0.199,9.906,-0.021,0.527,-0.824,161.45,0,True
30200,40.53,40.34,12.971693,77.594577,True,-0.277,-0.18,9.749,-0.972,-0.356,0.666,119.06,0,True
30300,40.71,40.96,12.97155,77.594639,True,-0.093,-0.223,9.753,0.177,-0.666,0.648,129.82,0,True
30400,39.16,39.62,12.971619,77.594568,True,0.233,0.297,9.737,0.803,-0.281,-0.623,194.81,0,True
30500,41.67,41.48,12.971546,77.594645,True,-0.221,0.14,9.836,-0.662,-0.267,0.301,103.74,0,True
30600,41.51,41.02,12.971607,77.59451,True,0.297,0.097,9.861,-0.961,0.379,-0.166,138.03,0,True
30700,40.19,40.14,12.971531,77.594639,True,0.078,-0.119,9.865,0.325,-0.46,0.211,113.72,0,True
30800,41.32,40.53,12.971644,77.594524,True,-0.232,-0.236,9.679,-0.601,-0.474,0.046,120.17,0,True
30900,40.81,40.4,12.971508,77.594599,True,-0.175,0.26,9.732,-0.995,0.343,0.814,183.52,0,True
31000,40.68,39.97,12.971518,77.594602,True,0.134,-0.239,9.702,-0.538,0.977,-0.408,146.43,0,True
31100,38.4,37.75,12.971508,77.594558,True,0.181,-0.112,9.895,-0.81,0.516,-0.908,185.2,0,True
31200,40.65,39.99,12.971572,77.594588,True,0.073,0.227,9.637,0.63,-0.634,-0.198,196.23,0,True
31300,39.09,38.86,12.97167,77.59466,True,0.089,0.178,9.645,0.392,-0.883,0.885,115.94,0,True
31400,39.66,39.85,12.97166,77.594636,True,-0.191,-0.072,9.743,-0.942,0.369,0.677,197.34,0,True
31500,38.52,39.36,12.971523,77.594582,True,-0.272,-0.143,9.726,0.409,0.356,0.535,157.66,0,True
31600,40.26,41.22,12.971634,77.594568,True,0.014,0.12,9.638,0.323,-0.503,-0.309,167.63,0,True
31700,39.54,40.22,12.971612,77.594698,True,-0.267,0.086,9.663,0.698,0.704,0.739,107.49,0,True
31800,39.97,39.45,12.971694,77.59451,True,-0.166,0.086,9.761,-0.53,-0.082,0.603,144.81,0,True
31900,41.43,41.32,12.971524,77.594599,True,0.092,-0.238,9.765,0.114,-1.0,-0.818,160.42,0,True
32000,40.48,40.09,12.971602,77.594541,True,0.103,0.27,9.745,-0.891,-0.554,-0.091,156.02,0,True
32100,40.48,40.43,12.971631,77.594643,True,-0.232,0.156,9.689,-0.317,0.66,0.929,129.2,0,True
32200,40.09,40.49,12.971509,77.594533,True,-0.216,0.13,9.889,-0.786,0.222,-0.625,193.02,0,True
32300,39.57,39.49,12.971656,77.594643,True,-0.235,-0.051,9.971,0.675,0.178,0.544,145.05,0,True
32400,40.63,41.55,12.971527,77.5946,True,0.018,-0.271,9.974,0.678,-0.034,0.017,192.12,0,True
32500,38.71,38.87,12.971646,77.594526,True,-0.068,0.06,9.953,0.008,-0.231,0.959,191.59,0,True
32600,41.05,40.6,12.971693,77.594694,True,-0.028,-0.22,9.765,0.4,0.497,-0.402,170.15,0,True
32700,41.44,41.87,12.971687,77.594627,True,-0.179,0.075,9.716,-0.309,0.345,0.963,165.01,0,True
32800,41.83,41.84,12.971639,77.594564,True,-0.231,-0.089,9.792,0.141,0.334,-0.165,174.79,0,True
32900,41.37,40.94,12.971669,77.594662,True,0.014,-0.285,9.658,0.341,-0.6,0.5,116.09,0,True
33000,39.15,38.65,12.971668,77.594638,True,-0.123,0.152,9.613,0.628,-0.795,0.736,173.95,0,True
33100,41.46,41.94,12.971612,77.594548,True,0.171,0.179,9.715,0.329,0.853,-0.225,195.67,0,True
33200,41.9,41.53,12.97161,77.594503,True,-0.149,0.072,9.912,0.74,0.66,0.823,170.46,0,True
33300,40.59,41.1,12.971609,77.594621,True,0.166,0.279,9.718,-0.645,0.365,-0.626,117.38,0,True
33400,40.06,39.81,12.971586,77.594611,True,-0.222,0.05,9.702,-0.339,0.419,-0.69,115.37,0,True
33500,39.29,38.39,12.971686,77.594623,True,0.097,-0.006,9.829,-0.284,0.568,-0.364,122.0,0,True
33600,38.74,37.87,12.971601,77.594583,True,0.022,-0.245,9.688,-0.573,-0.336,-0.278,121.84,0,True
33700,41.01,41.07,12.971699,77.594665,True,0.289,-0.295,9.868,-0.109,0.809,0.227,162.11,0,True
33800,41.84,42.2,12.971564,77.594683,True,0.267,-0.068,9.816,-0.434,0.823,0.644,137.5,0,True
33900,41.21,41.1,12.971509,77.59468,True,-0.184,0.008,9.979,-0.665,0.913,0.076,100.73,0,True
34000,38.26,38.6,12.971655,77.594673,True,-0.045,-0.238,9.815,0.405,0.952,0.55,164.66,0,True
34100,41.76,42.25,12.971531,77.594592,True,-0.101,-0.247,9.622,0.588,0.116,0.15,122.76,0,True
34200,39.03,38.81,12.971626,77.594587,True,-0.29,0.104,9.814,0.283,0.237,0.512,158.56,0,True
34300,40.8,39.95,12.971686,77.594521,True,0.172,-0.119,9.635,0.531,-0.125,-0.21,166.07,0,True
34400,39.9,39.96,12.971527,77.594578,True,0.178,0.027,9.984,-0.712,0.355,0.828,179.5,0,True
34500,40.92,40.66,12.97169,77.594611,True,0.033,-0.226,9.602,0.193,0.074,0.894,130.47,0,True
34600,40.99,41.8,12.971569,77.594583,True,0.088,0.008,9.664,-0.558,0.669,-0.611,118.14,0,True
34700,41.2,41.9,12.97167,77.594686,True,0.297,-0.023,9.82,-0.419,-0.865,-0.804,172.56,0,True
34800,39.95,39.61,12.971526,77.594631,True,-0.24,0.072,9.96,-0.364,-0.099,0.233,130.57,0,True
34900,40.34,40.47,12.971573,77.594563,True,-0.043,-0.297,9.698,-0.557,0.48,-0.128,184.01,0,True
35000,38.54,39.0,12.971676,77.594593,True,-0.085,-0.117,9.821,-0.648,0.213,0.684,185.87,0,True
35100,38.56,38.64,12.971553,77.594677,True,-0.254,-0.255,9.607,0.014,-0.938,0.164,140.51,0,True
35200,40.36,41.17,12.97161,77.594609,True,0.299,-0.017,9.91,-0.268,-0.553,0.544,173.32,0,True
35300,39.16,39.09,12.971602,77.594579,True,0.001,0.098,9.939,0.613,0.228,-0.668,151.41,0,True
35400,39.78,39.14,12.97169,77.594632,True,0.281,0.142,9.793,-0.282,-0.562,-0.025,106.29,0,True
35500,39.48,38.56,12.971541,77.594682,True,-0.083,-0.018,9.782,-0.907,0.961,-0.352,170.37,0,True
35600,40.09,40.74,12.971667,77.594553,True,0.027,-0.196,9.861,-0.269,0.307,0.671,151.67,0,True
35700,39.51,40.32,12.971603,77.594571,True,0.221,-0.008,9.793,0.208,0.004,-0.722,116.56,0,True
35800,38.31,38.6,12.971542,77.594537,True,-0.083,0.13,9.647,-0.539,0.622,0.441,148.15,0,True
35900,39.92,39.34,12.971532,77.594667,True,-0.287,-0.274,9.829,-0.678,0.259,-0.922,157.23,0,True
36000,38.22,37.74,12.971536,77.594692,True,0.06,0.038,9.607,0.439,0.323,-0.433,108.57,0,True
36100,39.8,40.78,12.971673,77.594534,True,0.198,0.061,9.918,0.641,-0.636,0.319,126.45,0,True
36200,40.9,40.58,12.971591,77.594618,True,-0.162,-0.069,9.643,-0.595,0.719,0.009,141.98,0,True
36300,38.6,37.79,12.971595,77.594623,True,-0.277,0.17,9.801,-0.765,-0.036,-0.739,160.35,0,True
36400,41.31,42.1,12.971655,77.59463,True,0.013,-0.078,9.617,0.06,-0.541,0.605,178.96,0,True
36500,39.52,39.7,12.971648,77.594652,True,0.118,-0.241,9.654,-0.046,-0.535,0.718,128.33,0,True
36600,41.51,41.32,12.971538,77.594642,True,0.174,0.047,9.647,-0.986,0.309,0.376,131.59,0,True
36700,39.45,38.76,12.97163,77.594551,True,0.213,-0.046,9.746,-0.449,0.361,0.51,141.32,0,True
36800,41.14,41.1,12.971574,77.594611,True,-0.148,-0.116,9.738,0.411,0.472,0.71,165.93,0,True
36900,40.99,40.88,12.97164,77.594532,True,-0.171,-0.06,9.735,0.101,0.394,0.414,116.07,0,True
37000,41.86,40.87,12.971518,77.594529,True,0.256,-0.039,9.626,-0.556,-0.84,-0.924,138.43,0,True
37100,41.94,42.17,12.971604,77.594642,True,0.058,0.267,9.928,0.281,-0.122,-0.597,165.69,0,True
37200,41.22,40.79,12.971507,77.59462,True,0.009,-0.161,9.668,-0.928,-0.521,-0.999,115.74,0,True
37300,41.99,42.55,12.971571,77.594579,True,0.052,0.011,9.895,-0.863,-0.82,-0.431,182.98,0,True
37400,41.66,41.36,12.971693,77.594555,True,0.064,-0.183,9.972,0.15,-0.478,-0.186,110.65,0,True
37500,38.29,37.88,12.971689,77.594661,True,0.274,0.226,9.925,0.15,0.388,0.932,156.32,0,True
37600,41.08,41.59,12.971692,77.594592,True,-0.024,0.052,9.611,-0.767,-0.865,0.267,199.42,0,True
37700,40.71,40.17,12.971563,77.594691,True,0.01,-0.294,9.933,-0.503,-0.814,0.347,182.11,0,True
37800,38.3,39.17,12.971595,77.594571,True,0.237,-0.139,9.979,0.366,0.82,-0.002,119.97,0,True
37900,40.94,41.69,12.971541,77.594541,True,-0.15,0.071,9.662,-0.787,0.84,0.352,166.34,0,True
38000,40.46,40.98,12.971608,77.594508,True,-0.011,0.072,9.797,0.971,0.794,0.738,149.08,0,True
38100,41.94,42.77,12.971556,77.594544,True,0.046,-0.268,9.92,-0.043,0.082,0.005,139.37,0,True
38200,40.75,40.09,12.971695,77.59464,True,-0.024,0.114,9.605,-0.578,0.162,-0.349,161.28,0,True
38300,39.04,39.14,12.971547,77.594594,True,0.068,-0.08,9.8,-0.579,0.401,-0.255,185.43,0,True
38400,39.12,38.48,12.971526,77.594615,True,-0.163,-0.24,9.708,-0.528,-0.136,-0.238,114.58,0,True
38500,41.84,41.14,12.971661,77.594535,True,-0.0,0.297,9.94,0.034,0.441,0.571,130.0,0,True
38600,40.25,40.38,12.97158,77.594638,True,-0.264,0.188,9.791,0.26,-0.1,-0.331,136.1,0,True
38700,40.24,41.11,12.971552,77.594504,True,-0.227,0.22,9.985,-0.602,0.152,0.298,117.45,0,True
38800,41.12,40.83,12.971635,77.594597,True,0.142,0.234,9.752,-0.427,0.263,-0.71,116.76,0,True
38900,41.23,40.91,12.971626,77.594614,True,0.209,-0.257,9.665,-0.544,-0.366,-0.417,126.75,0,True
39000,40.58,40.12,12.971589,77.594673,True,-0.082,0.052,9.986,-0.172,-0.632,-0.954,172.78,0,True
39100,40.65,41.53,12.97164,77.594516,True,-0.2,-0.238,9.626,0.757,0.097,-0.947,139.7,0,True
39200,41.06,40.23,12.971552,77.594531,True,0.093,0.231,9.724,-0.505,-0.432,0.253,113.13,0,True
39300,41.35,40.41,12.971633,77.594672,True,-0.105,-0.014,9.99,0.081,-0.455,-0.11,196.95,0,True
39400,40.79,40.14,12.97162,77.594626,True,0.082,0.038,9.809,0.279,-0.381,-0.306,153.97,0,True
39500,41.22,41.1,12.971573,77.594552,True,-0.118,-0.3,9.926,0.696,-0.312,-0.062,100.83,0,True
39600,41.69,42.58,12.971595,77.594502,True,-0.042,-0.124,9.692,-0.986,-0.253,-0.177,156.06,0,True
39700,39.58,38.91,12.971647,77.594578,True,-0.073,-0.142,9.769,-0.521,0.529,0.82,180.76,0,True
39800,40.74,40.31,12.971649,77.594662,True,-0.052,0.212,9.673,-0.421,0.274,0.235,127.21,0,True
39900,40.49,39.87,12.971504,77.59451,True,0.021,-0.188,9.641,-0.462,0.43,0.454,123.28,0,True
40000,38.6,38.59,12.971568,77.594562,True,0.18,0.299,9.785,0.583,-0.34,0.687,195.16,0,True
40100,38.22,38.78,12.971514,77.594594,True,-0.185,0.205,9.927,0.657,-0.756,0.536,124.9,0,True
40200,41.08,40.97,12.971648,77.594507,True,-0.023,0.163,9.808,0.964,-0.054,0.363,131.21,0,True
40300,39.29,39.55,12.971508,77.594687,True,0.013,-0.148,9.855,-0.603,0.775,0.727,121.78,0,True
40400,38.45,38.72,12.971565,77.594533,True,-0.134,-0.228,9.916,-0.982,-0.916,0.567,147.53,0,True
40500,40.38,40.13,12.971518,77.594532,True,-0.245,0.071,9.972,0.994,0.25,-0.88,164.46,0,True
40600,40.81,41.39,12.971525,77.594547,True,0.289,0.173,9.903,0.611,-0.123,-0.614,168.92,0,True
40700,39.43,38.7,12.97168,77.594597,True,-0.037,-0.123,9.879,-0.62,-0.627,-0.305,173.24,0,True
40800,39.1,39.76,12.971683,77.594611,True,-0.259,-0.207,9.718,-0.473,-0.266,-0.999,163.8,0,True
40900,39.52,38.89,12.971504,77.594671,True,0.166,-0.157,9.888,0.317,0.078,-0.225,152.41,0,True
41000,39.99,40.09,12.971623,77.594565,True,0.085,-0.234,9.809,-0.867,0.67,-0.74,187.35,0,True
41100,38.81,38.78,12.97152,77.594614,True,0.202,0.095,9.81,0.403,-0.488,-0.267,160.6,0,True
41200,38.28,39.14,12.971542,77.594598,True,0.234,-0.252,9.92,-0.879,0.116,0.876,141.6,0,True
41300,39.48,39.89,12.971665,77.594553,True,-0.276,-0.258,9.722,0.889,0.921,-0.806,172.52,0,True
41400,40.13,39.51,12.971605,77.59455,True,0.075,-0.193,9.9,-0.17,-0.789,0.277,135.8,0,True
41500,39.83,40.17,12.971677,77.594533,True,-0.192,-0.059,9.735,-0.684,0.997,-0.114,135.23,0,True
41600,39.26,40.24,12.971565,77.594574,True,0.159,-0.042,9.89,0.217,0.126,-0.572,176.57,0,True
41700,41.7,41.21,12.971692,77.594589,True,-0.062,0.136,9.993,0.192,0.035,0.987,130.18,0,True
41800,39.2,38.65,12.971671,77.594504,True,0.193,0.114,9.71,0.107,0.113,0.852,115.47,0,True
41900,38.15,37.86,12.971528,77.594573,True,0.049,-0.16,9.924,-0.816,-0.2,0.836,173.43,0,True
42000,40.89,41.48,12.971535,77.594665,True,0.114,0.046,9.963,0.19,-0.399,0.462,157.63,0,True
42100,38.31,37.43,12.971654,77.59457,True,0.19,-0.05,9.947,0.74,-0.547,0.306,160.23,0,True
42200,38.05,38.6,12.971576,77.594561,True,-0.275,0.024,9.66,0.005,-0.558,-0.899,173.16,0,True
42300,39.57,39.46,12.971619,77.594601,True,-0.167,-0.126,9.758,-0.736,-0.835,0.143,104.93,0,True
42400,39.6,38.77,12.9716,77.594655,True,-0.222,-0.219,9.824,-0.024,0.304,-0.608,161.6,0,True
42500,40.94,40.44,12.971514,77.594655,True,-0.106,0.254,9.636,0.343,-0.153,-0.303,132.07,0,True
42600,40.38,39.42,12.971561,77.594698,True,0.07,0.294,9.777,-0.708,-0.91,0.636,119.97,0,True
42700,39.5,40.01,12.971671,77.594522,True,-0.267,0.269,9.971,0.738,0.64,-0.973,169.38,0,True
42800,38.45,38.35,12.971505,77.594542,True,0.023,-0.178,9.809,-0.483,-0.034,0.46,114.13,0,True
42900,40.8,39.83,12.971617,77.594633,True,-0.274,-0.198,9.714,0.578,0.236,-0.894,165.48,0,True
43000,38.03,37.81,12.971554,77.59467,True,0.096,0.219,9.608,0.735,0.299,-0.538,138.07,0,True
43100,41.91,41.11,12.971563,77.594673,True,0.019,-0.188,9.8,-0.084,0.853,-0.957,124.74,0,True
43200,40.12,39.78,12.971579,77.594531,True,-0.092,-0.089,9.85,-0.528,0.956,0.003,181.19,0,True
43300,40.5,41.26,12.971678,77.594663,True,-0.282,0.033,9.712,-0.697,0.794,0.314,108.78,0,True
43400,39.53,40.45,12.971622,77.594625,True,-0.164,-0.156,9.661,0.941,0.819,-0.341,154.22,0,True
43500,38.83,38.1,12.971608,77.59466,True,0.218,-0.115,9.882,0.048,-0.729,0.991,197.58,0,True
43600,38.58,39.45,12.971683,77.594563,True,0.034,0.269,9.647,-0.365,0.759,0.454,176.54,0,True
43700,41.52,41.35,12.971582,77.594589,True,0.26,0.236,9.973,-0.452,0.558,-0.786,118.47,0,True
43800,41.05,41.27,12.971553,77.594613,True,-0.161,-0.161,9.875,-0.281,0.376,-0.047,150.23,0,True
43900,40.42,40.84,12.971575,77.59467,True,-0.005,-0.217,9.677,-0.936,0.529,-0.97,126.99,0,True
44000,39.65,40.14,12.971698,77.594652,True,-0.26,0.256,9.994,0.734,-0.02,-0.35,145.75,0,True
44100,38.99,38.8,12.971508,77.594647,True,-0.072,-0.112,9.845,0.485,0.188,0.05,187.58,0,True
44200,41.15,41.19,12.97159,77.594665,True,-0.275,0.298,9.807,-0.209,0.47,0.115,151.61,0,True
44300,40.52,39.62,12.971558,77.59458,True,-0.117,0.197,9.785,-0.155,0.226,-0.891,151.7,0,True
44400,38.57,39.23,12.97159,77.594645,True,-0.232,0.167,9.975,0.392,-0.729,-0.173,145.09,0,True
44500,38.72,38.9,12.971643,77.59454,True,-0.027,-0.15,9.877,0.814,0.593,0.437,112.35,0,True
44600,38.46,38.36,12.971573,77.594605,True,-0.07,0.175,9.805,0.9,-0.243,-0.239,176.83,0,True
44700,41.65,41.78,12.971632,77.59453,True,0.221,-0.193,9.885,-0.161,-0.381,0.537,144.63,0,True
44800,40.51,39.74,12.971526,77.594541,True,0.074,-0.148,9.783,0.711,0.087,-0.988,188.27,0,True
44900,38.95,39.13,12.971595,77.594582,True,-0.252,0.06,9.698,0.095,0.24,0.115,182.53,0,True
45000,38.2,37.49,12.971631,77.594507,True,0.212,0.1,9.935,-0.403,0.841,-0.902,141.7,0,True
45100,38.71,39.06,12.971622,77.594638,True,0.057,0.172,9.671,-0.089,0.158,0.863,109.31,0,True
45200,39.2,38.93,12.971576,77.594514,True,-0.044,0.03,9.717,-0.731,0.389,-0.451,152.71,0,True
45300,40.1,40.49,12.971622,77.594522,True,0.138,0.077,9.995,-0.033,0.377,0.868,198.63,0,True
45400,39.15,39.37,12.971563,77.594605,True,0.297,-0.088,9.652,0.125,0.039,0.264,149.25,0,True
45500,38.72,38.94,12.971642,77.594696,True,-0.299,-0.286,9.85,-0.764,0.696,0.599,199.9,0,True
45600,39.66,39.32,12.971612,77.594628,True,-0.293,-0.179,9.713,0.58,-0.384,0.013,132.39,0,True
45700,38.02,38.4,12.971568,77.594645,True,0.07,-0.283,9.67,-0.339,-0.324,0.345,191.62,0,True
45800,41.19,41.48,12.971596,77.594625,True,0.235,0.022,9.734,0.568,-0.172,0.485,183.51,0,True
45900,39.2,39.65,12.971563,77.594607,True,-0.175,0.111,9.92,0.776,-0.293,0.939,128.05,0,True
46000,38.12,39.09,12.971625,77.594668,True,0.043,-0.066,9.838,0.729,0.503,0.411,131.45,0,True
46100,38.13,37.95,12.971599,77.594548,True,-0.029,0.27,9.686,-0.395,-0.776,0.57,177.78,0,True
46200,41.65,41.54,12.971505,77.594597,True,0.0,-0.186,9.969,0.465,0.047,0.551,114.33,0,True
46300,41.49,42.13,12.971688,77.594635,True,-0.22,0.135,9.784,0.427,0.045,-0.992,193.23,0,True
46400,40.75,40.94,12.971517,77.594593,True,-0.272,0.012,9.864,-0.375,0.155,-0.376,189.21,0,True
46500,39.28,38.67,12.971555,77.594564,True,-0.035,-0.229,9.66,-0.453,-0.969,0.246,151.41,0,True
46600,38.83,38.53,12.971564,77.594528,True,0.123,-0.13,9.698,-0.858,0.227,-0.323,144.36,0,True
46700,38.52,38.46,12.971635,77.594521,True,-0.268,-0.044,9.672,0.192,0.186,0.672,169.94,0,True
46800,40.47,40.09,12.971663,77.594643,True,0.103,0.02,9.989,0.511,-0.069,-0.736,181.29,0,True
46900,41.68,41.62,12.971591,77.594637,True,0.126,-0.021,9.693,-0.552,0.722,0.234,191.29,0,True
47000,39.57,39.97,12.971633,77.594658,True,0.229,-0.028,9.612,-0.049,-0.297,-0.078,117.08,0,True
47100,41.07,41.28,12.971525,77.594521,True,0.191,0.178,9.73,0.299,0.585,0.065,140.08,0,True
47200,39.65,39.9,12.97161,77.594695,True,-0.07,-0.096,9.926,0.182,0.569,-0.129,178.73,0,True
47300,40.18,39.65,12.971633,77.594516,True,0.259,0.045,9.795,0.184,-0.074,0.11,182.2,0,True
47400,38.7,39.62,12.971514,77.594522,True,0.188,0.163,9.752,-0.011,0.32,-0.819,181.7,0,True
47500,41.55,42.36,12.971627,77.5945,True,-0.212,-0.21,9.813,-0.22,0.156,-0.609,168.15,0,True
47600,39.27,39.41,12.971683,77.594561,True,0.266,-0.039,9.993,-0.311,-0.821,-0.984,198.64,0,True
47700,39.62,38.87,12.971559,77.594574,True,0.029,-0.268,9.881,0.642,-0.282,0.722,186.57,0,True
47800,38.94,39.35,12.971579,77.594564,True,-0.07,-0.071,9.818,0.325,-0.05,-0.624,138.46,0,True
47900,41.7,42.38,12.971531,77.594699,True,0.102,-0.219,9.629,-0.969,0.443,-0.027,143.67,0,True
48000,41.96,41.13,12.971628,77.594583,True,-0.026,0.173,9.842,-0.149,-0.64,0.019,155.21,0,True
48100,39.8,39.51,12.971537,77.594621,True,0.047,0.208,9.695,0.003,-0.178,0.092,136.7,0,True
48200,41.91,42.05,12.971641,77.594523,True,-0.011,0.114,9.657,0.463,0.967,0.967,177.89,0,True
